difficulty,source_type,metric,sample_size,mean,std,median,min,max
intermediate-advanced,AI,code_quality_metrics.starter_code_max_function_loc,3,25.666666666666668,1.1547005383792515,25.0,25.0,27.0
intermediate-advanced,AI,code_quality_metrics.starter_code_mccabe_max,3,1.6666666666666667,1.1547005383792517,1.0,1.0,3.0
intermediate-advanced,AI,code_quality_metrics.starter_code_mi,3,94.80566666666668,5.659465851415074,95.6427,88.7743,100.0
intermediate-advanced,AI,code_quality_metrics.starter_code_pylint_warning_count,3,13.333333333333334,4.509249752822894,13.0,9.0,18.0
intermediate-advanced,AI,code_quality_metrics.starter_code_ruff_error_count,3,3.0,1.7320508075688772,4.0,1.0,4.0
intermediate-advanced,AI,instruction_metrics.avg_sentence_length,3,24.77776666666667,5.618243761473272,26.5,18.5,29.3333
intermediate-advanced,AI,instruction_metrics.flesch_kincaid_grade,3,13.1454,3.246438768866586,12.6948,10.1478,16.5936
intermediate-advanced,AI,instruction_metrics.flesch_reading_ease,3,39.763533333333335,10.394777958346841,42.7863,28.1924,48.3119
intermediate-advanced,AI,instruction_metrics.instruction_completeness_ratio,3,1.0,0.0,1.0,1.0,1.0
intermediate-advanced,AI,instruction_metrics.max_sentence_length,3,48.333333333333336,9.504384952922168,48.0,39.0,58.0
intermediate-advanced,AI,instruction_metrics.technical_term_density_instruction,3,0.036333333333333336,0.02371799598054889,0.0455,0.0094,0.0541
intermediate-advanced,AI,instruction_metrics.var_sentence_length,3,246.07406666666665,129.5566029101309,198.2222,147.25,392.75
intermediate-advanced,AI,structure_metrics.structure_completeness_ratio,3,0.875,0.0,0.875,0.875,0.875
intermediate-advanced,AI,structure_metrics.structure_score_weighted,3,0.8667000000000001,1.3597399555105182e-16,0.8667,0.8667,0.8667
intermediate-advanced,Expert,code_quality_metrics.starter_code_avg_function_loc,2,7.375,0.8838834764831844,7.375,6.75,8.0
intermediate-advanced,Expert,code_quality_metrics.starter_code_comment_line_ratio,2,0.04725,0.016334166645409244,0.04725,0.0357,0.0588
intermediate-advanced,Expert,code_quality_metrics.starter_code_docstring_count,2,0.0,0.0,0.0,0.0,0.0
intermediate-advanced,Expert,code_quality_metrics.starter_code_function_count,2,3.0,1.4142135623730951,3.0,2.0,4.0
intermediate-advanced,Expert,code_quality_metrics.starter_code_loc_total,2,22.5,7.7781745930520225,22.5,17.0,28.0
intermediate-advanced,Expert,code_quality_metrics.starter_code_max_function_loc,2,11.0,2.8284271247461903,11.0,9.0,13.0
intermediate-advanced,Expert,code_quality_metrics.starter_code_mccabe_max,2,3.5,0.7071067811865476,3.5,3.0,4.0
intermediate-advanced,Expert,code_quality_metrics.starter_code_mi,2,70.38114999999999,10.255098936870377,70.38114999999999,63.1297,77.6326
intermediate-advanced,Expert,code_quality_metrics.starter_code_pylint_warning_count,2,9.0,2.8284271247461903,9.0,7.0,11.0
intermediate-advanced,Expert,code_quality_metrics.starter_code_ruff_error_count,2,8.0,1.4142135623730951,8.0,7.0,9.0
intermediate-advanced,Expert,instruction_metrics.avg_sentence_length,3,22.305566666666664,8.212614563178604,22.0,14.25,30.6667
intermediate-advanced,Expert,instruction_metrics.flesch_kincaid_grade,3,16.0796,6.003089328004374,16.8582,9.7252,21.6554
intermediate-advanced,Expert,instruction_metrics.flesch_reading_ease,3,19.0138,28.41984073231235,13.3823,-6.1687,49.8278
intermediate-advanced,Expert,instruction_metrics.instruction_completeness_ratio,3,0.7777666666666666,0.0961865548469917,0.8333,0.6667,0.8333
intermediate-advanced,Expert,instruction_metrics.max_sentence_length,3,33.333333333333336,14.571661996262929,35.0,18.0,47.0
intermediate-advanced,Expert,instruction_metrics.technical_term_density_instruction,3,0.007233333333333334,0.012528500841414878,0.0,0.0,0.0217
intermediate-advanced,Expert,instruction_metrics.var_sentence_length,3,103.58103333333334,84.49272764092382,133.5556,8.1875,169.0
intermediate-advanced,Expert,structure_metrics.structure_completeness_ratio,3,0.9166666666666666,0.07216878364870323,0.875,0.875,1.0
intermediate-advanced,Expert,structure_metrics.structure_score_weighted,3,0.9185333333333334,0.07055220289497226,0.8778,0.8778,1.0
