difficulty,source_type,metric,sample_size,mean,std,median,min,max
beginner-intermediate,Expert,instruction_metrics.avg_sentence_length,1,12.5,,12.5,12.5,12.5
beginner-intermediate,Expert,instruction_metrics.flesch_kincaid_grade,1,8.1111,,8.1111,8.1111,8.1111
beginner-intermediate,Expert,instruction_metrics.flesch_reading_ease,1,59.7676,,59.7676,59.7676,59.7676
beginner-intermediate,Expert,instruction_metrics.instruction_completeness_ratio,1,0.8333,,0.8333,0.8333,0.8333
beginner-intermediate,Expert,instruction_metrics.max_sentence_length,1,17.0,,17.0,17.0,17.0
beginner-intermediate,Expert,instruction_metrics.technical_term_density_instruction,1,0.0,,0.0,0.0,0.0
beginner-intermediate,Expert,instruction_metrics.var_sentence_length,1,13.9167,,13.9167,13.9167,13.9167
beginner-intermediate,Expert,structure_metrics.structure_completeness_ratio,1,0.875,,0.875,0.875,0.875
beginner-intermediate,Expert,structure_metrics.structure_score_weighted,1,0.8778,,0.8778,0.8778,0.8778
intermediate,AI,code_quality_metrics.starter_code_avg_function_loc,5,2.1,2.924038303442689,0.0,0.0,6.0
intermediate,AI,code_quality_metrics.starter_code_comment_line_ratio,5,0.14838,0.051393452890421756,0.1786,0.0769,0.1935
intermediate,AI,code_quality_metrics.starter_code_docstring_count,5,0.0,0.0,0.0,0.0,0.0
intermediate,AI,code_quality_metrics.starter_code_function_count,5,1.0,1.4142135623730951,0.0,0.0,3.0
intermediate,AI,code_quality_metrics.starter_code_loc_total,5,33.4,12.218837915284743,28.0,26.0,55.0
intermediate,AI,code_quality_metrics.starter_code_max_function_loc,5,3.2,4.3817804600413295,0.0,0.0,8.0
intermediate,AI,code_quality_metrics.starter_code_mccabe_max,2,2.0,0.0,2.0,2.0,2.0
intermediate,AI,code_quality_metrics.starter_code_mi,5,90.53542,9.992442015943851,92.416,79.8307,100.0
intermediate,AI,code_quality_metrics.starter_code_pylint_warning_count,5,8.0,3.082207001484488,8.0,5.0,13.0
intermediate,AI,code_quality_metrics.starter_code_ruff_error_count,5,1.6,1.140175425099138,2.0,0.0,3.0
intermediate,AI,instruction_metrics.avg_sentence_length,5,17.60762,3.302180208892301,18.5,12.5714,21.5
intermediate,AI,instruction_metrics.flesch_kincaid_grade,5,12.076360000000001,1.6002683846780208,11.1367,10.8308,14.6316
intermediate,AI,instruction_metrics.flesch_reading_ease,5,36.55264,6.036097368581789,39.305,28.0098,42.8251
intermediate,AI,instruction_metrics.instruction_completeness_ratio,5,0.9333199999999999,0.09130535033611116,1.0,0.8333,1.0
intermediate,AI,instruction_metrics.max_sentence_length,5,27.2,4.08656334834051,29.0,22.0,32.0
intermediate,AI,instruction_metrics.technical_term_density_instruction,5,0.025379999999999996,0.011576571167664456,0.0233,0.009,0.04
intermediate,AI,instruction_metrics.var_sentence_length,5,39.60068,17.837552302852544,41.9167,14.8889,58.56
intermediate,AI,structure_metrics.structure_completeness_ratio,5,0.875,0.0,0.875,0.875,0.875
intermediate,AI,structure_metrics.structure_score_weighted,5,0.8667,0.0,0.8667,0.8667,0.8667
intermediate,Expert,code_quality_metrics.starter_code_avg_function_loc,3,0.0,0.0,0.0,0.0,0.0
intermediate,Expert,code_quality_metrics.starter_code_comment_line_ratio,3,0.0,0.0,0.0,0.0,0.0
intermediate,Expert,code_quality_metrics.starter_code_docstring_count,3,0.0,0.0,0.0,0.0,0.0
intermediate,Expert,code_quality_metrics.starter_code_function_count,3,0.0,0.0,0.0,0.0,0.0
intermediate,Expert,code_quality_metrics.starter_code_loc_total,3,12.333333333333334,0.5773502691896257,12.0,12.0,13.0
intermediate,Expert,code_quality_metrics.starter_code_max_function_loc,3,0.0,0.0,0.0,0.0,0.0
intermediate,Expert,code_quality_metrics.starter_code_mi,3,100.0,0.0,100.0,100.0,100.0
intermediate,Expert,code_quality_metrics.starter_code_pylint_warning_count,3,2.3333333333333335,0.5773502691896258,2.0,2.0,3.0
intermediate,Expert,code_quality_metrics.starter_code_ruff_error_count,3,14.333333333333334,2.3094010767585034,13.0,13.0,17.0
intermediate,Expert,instruction_metrics.avg_sentence_length,5,13.133339999999999,4.913689268055114,16.3333,6.6667,17.0
intermediate,Expert,instruction_metrics.flesch_kincaid_grade,5,9.350579999999999,2.894993983931573,9.0871,5.89,13.8984
intermediate,Expert,instruction_metrics.flesch_reading_ease,5,49.57504,15.59743323845305,50.4333,24.5097,64.7083
intermediate,Expert,instruction_metrics.instruction_completeness_ratio,5,0.5,0.1667,0.5,0.3333,0.6667
intermediate,Expert,instruction_metrics.max_sentence_length,5,16.2,4.08656334834051,18.0,11.0,21.0
intermediate,Expert,instruction_metrics.technical_term_density_instruction,5,0.00988,0.013930972686786806,0.0,0.0,0.0294
intermediate,Expert,instruction_metrics.var_sentence_length,5,8.93334,6.720885578776059,10.8889,0.8889,16.0
intermediate,Expert,structure_metrics.structure_completeness_ratio,5,0.725,0.13693063937629152,0.625,0.625,0.875
intermediate,Expert,structure_metrics.structure_score_weighted,5,0.7311,0.13391816531001313,0.6333,0.6333,0.8778
