difficulty,source_type,metric,sample_size,mean,std,median,min,max
beginner,Expert,code_quality_metrics.starter_code_function_count,2,0.5,0.7071067811865476,0.5,0.0,1.0
beginner,Expert,code_quality_metrics.starter_code_loc_total,2,10.5,2.1213203435596424,10.5,9.0,12.0
beginner,Expert,code_quality_metrics.starter_code_max_function_loc,2,3.0,4.242640687119285,3.0,0.0,6.0
beginner,Expert,code_quality_metrics.starter_code_mccabe_max,1,1.0,,1.0,1.0,1.0
beginner,Expert,code_quality_metrics.starter_code_mi,2,100.0,0.0,100.0,100.0,100.0
beginner,Expert,code_quality_metrics.starter_code_pylint_warning_count,2,5.0,4.242640687119285,5.0,2.0,8.0
beginner,Expert,code_quality_metrics.starter_code_ruff_error_count,2,7.5,7.7781745930520225,7.5,2.0,13.0
beginner,Expert,instruction_metrics.avg_sentence_length,2,23.75,6.010407640085654,23.75,19.5,28.0
beginner,Expert,instruction_metrics.flesch_kincaid_grade,2,13.6725,2.4006275221283286,13.6725,11.975,15.37
beginner,Expert,instruction_metrics.flesch_reading_ease,2,45.1275,0.420728534805995,45.1275,44.83,45.425
beginner,Expert,instruction_metrics.instruction_completeness_ratio,2,0.5,0.23574940084759494,0.5,0.3333,0.6667
beginner,Expert,instruction_metrics.max_sentence_length,2,24.5,4.949747468305833,24.5,21.0,28.0
beginner,Expert,instruction_metrics.technical_term_density_instruction,2,0.05355,0.07573113626507924,0.05355,0.0,0.1071
beginner,Expert,instruction_metrics.var_sentence_length,2,1.125,1.590990257669732,1.125,0.0,2.25
beginner,Expert,structure_metrics.structure_completeness_ratio,2,0.75,0.1767766952966369,0.75,0.625,0.875
beginner,Expert,structure_metrics.structure_score_weighted,2,0.7555499999999999,0.1728876080001109,0.7555499999999999,0.6333,0.8778
beginner-intermediate,AI,code_quality_metrics.starter_code_avg_function_loc,2,3.0,0.7071067811865476,3.0,2.5,3.5
beginner-intermediate,AI,code_quality_metrics.starter_code_comment_line_ratio,2,0.30085,0.08874190103891169,0.30085,0.2381,0.3636
beginner-intermediate,AI,code_quality_metrics.starter_code_docstring_count,2,0.0,0.0,0.0,0.0,0.0
beginner-intermediate,AI,code_quality_metrics.starter_code_function_count,2,2.0,0.0,2.0,2.0,2.0
beginner-intermediate,AI,code_quality_metrics.starter_code_loc_total,2,16.0,7.0710678118654755,16.0,11.0,21.0
beginner-intermediate,AI,code_quality_metrics.starter_code_max_function_loc,2,3.5,0.7071067811865476,3.5,3.0,4.0
beginner-intermediate,AI,code_quality_metrics.starter_code_mccabe_max,2,2.0,0.0,2.0,2.0,2.0
beginner-intermediate,AI,code_quality_metrics.starter_code_mi,2,100.0,0.0,100.0,100.0,100.0
beginner-intermediate,AI,code_quality_metrics.starter_code_pylint_warning_count,2,13.0,4.242640687119285,13.0,10.0,16.0
beginner-intermediate,AI,code_quality_metrics.starter_code_ruff_error_count,2,1.0,0.0,1.0,1.0,1.0
beginner-intermediate,AI,instruction_metrics.avg_sentence_length,2,19.16665,4.714068778136356,19.16665,15.8333,22.5
beginner-intermediate,AI,instruction_metrics.flesch_kincaid_grade,2,11.703050000000001,0.15323003948312572,11.703050000000001,11.5947,11.8114
beginner-intermediate,AI,instruction_metrics.flesch_reading_ease,2,40.2659,6.280381009142677,40.2659,35.825,44.7068
beginner-intermediate,AI,instruction_metrics.instruction_completeness_ratio,2,0.8333,0.0,0.8333,0.8333,0.8333
beginner-intermediate,AI,instruction_metrics.max_sentence_length,2,27.0,5.656854249492381,27.0,23.0,31.0
beginner-intermediate,AI,instruction_metrics.technical_term_density_instruction,2,0.02105,0.029769195487953648,0.02105,0.0,0.0421
beginner-intermediate,AI,instruction_metrics.var_sentence_length,2,30.6111,8.681715638052193,30.6111,24.4722,36.75
beginner-intermediate,AI,structure_metrics.structure_completeness_ratio,2,0.875,0.0,0.875,0.875,0.875
beginner-intermediate,AI,structure_metrics.structure_score_weighted,2,0.8667,0.0,0.8667,0.8667,0.8667
beginner-intermediate,Expert,code_quality_metrics.starter_code_comment_line_ratio,1,0.2727,,0.2727,0.2727,0.2727
beginner-intermediate,Expert,code_quality_metrics.starter_code_loc_total,1,22.0,,22.0,22.0,22.0
beginner-intermediate,Expert,instruction_metrics.avg_sentence_length,2,19.95,12.091525958289962,19.95,11.4,28.5
beginner-intermediate,Expert,instruction_metrics.flesch_kincaid_grade,2,10.454450000000001,2.9236744081720185,10.454450000000001,8.3871,12.5218
beginner-intermediate,Expert,instruction_metrics.flesch_reading_ease,2,47.62755,12.018906091862101,47.62755,39.1289,56.1262
beginner-intermediate,Expert,instruction_metrics.instruction_completeness_ratio,2,0.6667,0.0,0.6667,0.6667,0.6667
beginner-intermediate,Expert,instruction_metrics.max_sentence_length,2,29.0,2.8284271247461903,29.0,27.0,31.0
beginner-intermediate,Expert,instruction_metrics.technical_term_density_instruction,2,0.0044,0.006222539674441618,0.0044,0.0,0.0088
beginner-intermediate,Expert,instruction_metrics.var_sentence_length,2,34.845,40.43943681605865,34.845,6.25,63.44
beginner-intermediate,Expert,structure_metrics.structure_completeness_ratio,2,0.875,0.0,0.875,0.875,0.875
beginner-intermediate,Expert,structure_metrics.structure_score_weighted,2,0.8778,0.0,0.8778,0.8778,0.8778
intermediate,AI,code_quality_metrics.starter_code_avg_function_loc,2,16.5,23.33452377915607,16.5,0.0,33.0
intermediate,AI,code_quality_metrics.starter_code_comment_line_ratio,2,0.5982000000000001,0.39145431406487274,0.5982000000000001,0.3214,0.875
intermediate,AI,code_quality_metrics.starter_code_docstring_count,2,0.5,0.7071067811865476,0.5,0.0,1.0
intermediate,AI,code_quality_metrics.starter_code_function_count,2,0.5,0.7071067811865476,0.5,0.0,1.0
intermediate,AI,code_quality_metrics.starter_code_loc_total,2,18.0,14.142135623730951,18.0,8.0,28.0
intermediate,AI,code_quality_metrics.starter_code_max_function_loc,2,16.5,23.33452377915607,16.5,0.0,33.0
intermediate,AI,code_quality_metrics.starter_code_mccabe_max,1,1.0,,1.0,1.0,1.0
intermediate,AI,code_quality_metrics.starter_code_mi,2,80.1653,28.05050174560163,80.1653,60.3306,100.0
intermediate,AI,code_quality_metrics.starter_code_pylint_warning_count,2,9.0,7.0710678118654755,9.0,4.0,14.0
intermediate,AI,code_quality_metrics.starter_code_ruff_error_count,2,0.5,0.7071067811865476,0.5,0.0,1.0
intermediate,AI,instruction_metrics.avg_sentence_length,2,22.08335,2.239195043983439,22.08335,20.5,23.6667
intermediate,AI,instruction_metrics.flesch_kincaid_grade,2,12.65395,3.1950619907914146,12.65395,10.3947,14.9132
intermediate,AI,instruction_metrics.flesch_reading_ease,2,39.843500000000006,13.503618200319499,39.843500000000006,30.295,49.392
intermediate,AI,instruction_metrics.instruction_completeness_ratio,2,0.91665,0.11787470042379744,0.91665,0.8333,1.0
intermediate,AI,instruction_metrics.max_sentence_length,2,34.0,2.8284271247461903,34.0,32.0,36.0
intermediate,AI,instruction_metrics.technical_term_density_instruction,2,0.0244,0.034506810921903525,0.0244,0.0,0.0488
intermediate,AI,instruction_metrics.var_sentence_length,2,81.2361,12.747579629874842,81.2361,72.2222,90.25
intermediate,AI,structure_metrics.structure_completeness_ratio,2,0.875,0.0,0.875,0.875,0.875
intermediate,AI,structure_metrics.structure_score_weighted,2,0.8667,0.0,0.8667,0.8667,0.8667
intermediate,Expert,code_quality_metrics.starter_code_avg_function_loc,1,37.0,,37.0,37.0,37.0
intermediate,Expert,code_quality_metrics.starter_code_comment_line_ratio,1,0.2424,,0.2424,0.2424,0.2424
intermediate,Expert,code_quality_metrics.starter_code_docstring_count,1,1.0,,1.0,1.0,1.0
intermediate,Expert,code_quality_metrics.starter_code_function_count,1,1.0,,1.0,1.0,1.0
intermediate,Expert,code_quality_metrics.starter_code_loc_total,1,33.0,,33.0,33.0,33.0
intermediate,Expert,code_quality_metrics.starter_code_max_function_loc,1,37.0,,37.0,37.0,37.0
intermediate,Expert,code_quality_metrics.starter_code_mccabe_max,1,1.0,,1.0,1.0,1.0
intermediate,Expert,code_quality_metrics.starter_code_mi,1,100.0,,100.0,100.0,100.0
intermediate,Expert,code_quality_metrics.starter_code_pylint_warning_count,1,3.0,,3.0,3.0,3.0
intermediate,Expert,code_quality_metrics.starter_code_ruff_error_count,1,0.0,,0.0,0.0,0.0
intermediate,Expert,instruction_metrics.avg_sentence_length,2,15.125,0.1767766952966369,15.125,15.0,15.25
intermediate,Expert,instruction_metrics.flesch_kincaid_grade,2,7.6685,1.701864600959783,7.6685,6.4651,8.8719
intermediate,Expert,instruction_metrics.flesch_reading_ease,2,63.178200000000004,15.64403042697118,63.178200000000004,52.1162,74.2402
intermediate,Expert,instruction_metrics.instruction_completeness_ratio,2,0.83335,0.23567869016947632,0.83335,0.6667,1.0
intermediate,Expert,instruction_metrics.max_sentence_length,2,24.0,0.0,24.0,24.0,24.0
intermediate,Expert,instruction_metrics.technical_term_density_instruction,2,0.0082,0.011596551211459381,0.0082,0.0,0.0164
intermediate,Expert,instruction_metrics.var_sentence_length,2,41.177099999999996,4.935039647257152,41.177099999999996,37.6875,44.6667
intermediate,Expert,structure_metrics.structure_completeness_ratio,2,0.875,0.0,0.875,0.875,0.875
intermediate,Expert,structure_metrics.structure_score_weighted,2,0.8778,0.0,0.8778,0.8778,0.8778
