difficulty,source_type,metric,sample_size,mean,std,median,min,max
beginner,Expert,instruction_metrics.flesch_kincaid_grade,2,13.6725,2.4006275221283286,13.6725,11.975,15.37
beginner,Expert,instruction_metrics.flesch_reading_ease,2,45.1275,0.420728534805995,45.1275,44.83,45.425
beginner,Expert,instruction_metrics.instruction_completeness_ratio,2,0.5,0.23574940084759494,0.5,0.3333,0.6667
beginner,Expert,instruction_metrics.max_sentence_length,2,24.5,4.949747468305833,24.5,21.0,28.0
beginner,Expert,instruction_metrics.technical_term_density_instruction,2,0.05355,0.07573113626507924,0.05355,0.0,0.1071
beginner,Expert,instruction_metrics.var_sentence_length,2,1.125,1.590990257669732,1.125,0.0,2.25
beginner,Expert,structure_metrics.structure_completeness_ratio,2,0.75,0.1767766952966369,0.75,0.625,0.875
beginner,Expert,structure_metrics.structure_score_weighted,2,0.7555499999999999,0.1728876080001109,0.7555499999999999,0.6333,0.8778
beginner-intermediate,AI,code_quality_metrics.starter_code_avg_function_loc,2,13.0,12.727922061357855,13.0,4.0,22.0
beginner-intermediate,AI,code_quality_metrics.starter_code_comment_line_ratio,2,0.27745,0.011667261889578045,0.27745,0.2692,0.2857
beginner-intermediate,AI,code_quality_metrics.starter_code_docstring_count,2,0.0,0.0,0.0,0.0,0.0
beginner-intermediate,AI,code_quality_metrics.starter_code_function_count,2,1.5,0.7071067811865476,1.5,1.0,2.0
beginner-intermediate,AI,code_quality_metrics.starter_code_loc_total,2,23.5,3.5355339059327378,23.5,21.0,26.0
beginner-intermediate,AI,code_quality_metrics.starter_code_max_function_loc,2,13.5,12.020815280171307,13.5,5.0,22.0
beginner-intermediate,AI,code_quality_metrics.starter_code_mccabe_max,2,1.5,0.7071067811865476,1.5,1.0,2.0
beginner-intermediate,AI,code_quality_metrics.starter_code_mi,2,100.0,0.0,100.0,100.0,100.0
beginner-intermediate,AI,code_quality_metrics.starter_code_pylint_warning_count,2,20.0,0.0,20.0,20.0,20.0
beginner-intermediate,AI,code_quality_metrics.starter_code_ruff_error_count,2,3.0,2.8284271247461903,3.0,1.0,5.0
beginner-intermediate,AI,instruction_metrics.avg_sentence_length,2,20.16665,4.006961996949808,20.16665,17.3333,23.0
beginner-intermediate,AI,instruction_metrics.flesch_kincaid_grade,2,9.49485,1.8140824471340877,9.49485,8.2121,10.7776
beginner-intermediate,AI,instruction_metrics.flesch_reading_ease,2,52.948899999999995,5.008295909788078,52.948899999999995,49.4075,56.4903
beginner-intermediate,AI,instruction_metrics.instruction_completeness_ratio,2,0.91665,0.11787470042379744,0.91665,0.8333,1.0
beginner-intermediate,AI,instruction_metrics.max_sentence_length,2,25.5,2.1213203435596424,25.5,24.0,27.0
beginner-intermediate,AI,instruction_metrics.technical_term_density_instruction,2,0.02165,0.01011162697096763,0.02165,0.0145,0.0288
beginner-intermediate,AI,instruction_metrics.var_sentence_length,2,18.2778,24.905856468308816,18.2778,0.6667,35.8889
beginner-intermediate,AI,structure_metrics.structure_completeness_ratio,2,0.875,0.0,0.875,0.875,0.875
beginner-intermediate,AI,structure_metrics.structure_score_weighted,2,0.8667,0.0,0.8667,0.8667,0.8667
beginner-intermediate,Expert,code_quality_metrics.starter_code_comment_line_ratio,1,0.2727,,0.2727,0.2727,0.2727
beginner-intermediate,Expert,code_quality_metrics.starter_code_loc_total,1,22.0,,22.0,22.0,22.0
beginner-intermediate,Expert,instruction_metrics.avg_sentence_length,2,19.95,12.091525958289962,19.95,11.4,28.5
beginner-intermediate,Expert,instruction_metrics.flesch_kincaid_grade,2,10.454450000000001,2.9236744081720185,10.454450000000001,8.3871,12.5218
beginner-intermediate,Expert,instruction_metrics.flesch_reading_ease,2,47.62755,12.018906091862101,47.62755,39.1289,56.1262
beginner-intermediate,Expert,instruction_metrics.instruction_completeness_ratio,2,0.6667,0.0,0.6667,0.6667,0.6667
beginner-intermediate,Expert,instruction_metrics.max_sentence_length,2,29.0,2.8284271247461903,29.0,27.0,31.0
beginner-intermediate,Expert,instruction_metrics.technical_term_density_instruction,2,0.0044,0.006222539674441618,0.0044,0.0,0.0088
beginner-intermediate,Expert,instruction_metrics.var_sentence_length,2,34.845,40.43943681605865,34.845,6.25,63.44
beginner-intermediate,Expert,structure_metrics.structure_completeness_ratio,2,0.875,0.0,0.875,0.875,0.875
beginner-intermediate,Expert,structure_metrics.structure_score_weighted,2,0.8778,0.0,0.8778,0.8778,0.8778
intermediate,AI,code_quality_metrics.starter_code_avg_function_loc,2,19.0,16.97056274847714,19.0,7.0,31.0
intermediate,AI,code_quality_metrics.starter_code_comment_line_ratio,2,0.36795,0.13965358928434315,0.36795,0.2692,0.4667
intermediate,AI,code_quality_metrics.starter_code_docstring_count,2,0.5,0.7071067811865476,0.5,0.0,1.0
intermediate,AI,code_quality_metrics.starter_code_function_count,2,1.0,0.0,1.0,1.0,1.0
intermediate,AI,code_quality_metrics.starter_code_loc_total,2,20.5,7.7781745930520225,20.5,15.0,26.0
intermediate,AI,code_quality_metrics.starter_code_max_function_loc,2,19.0,16.97056274847714,19.0,7.0,31.0
intermediate,AI,code_quality_metrics.starter_code_mccabe_max,2,1.5,0.7071067811865476,1.5,1.0,2.0
intermediate,AI,code_quality_metrics.starter_code_mi,2,82.6172,24.582991512019042,82.6172,65.2344,100.0
intermediate,AI,code_quality_metrics.starter_code_pylint_warning_count,2,11.0,9.899494936611665,11.0,4.0,18.0
intermediate,AI,code_quality_metrics.starter_code_ruff_error_count,2,2.5,3.5355339059327378,2.5,0.0,5.0
intermediate,AI,instruction_metrics.avg_sentence_length,2,23.066650000000003,3.2055271711529763,23.066650000000003,20.8,25.3333
intermediate,AI,instruction_metrics.flesch_kincaid_grade,2,12.87885,4.012760272555539,12.87885,10.0414,15.7163
intermediate,AI,instruction_metrics.flesch_reading_ease,2,38.01045,14.855677076626295,38.01045,27.5059,48.515
intermediate,AI,instruction_metrics.instruction_completeness_ratio,2,0.91665,0.11787470042379744,0.91665,0.8333,1.0
intermediate,AI,instruction_metrics.max_sentence_length,2,31.5,0.7071067811865476,31.5,31.0,32.0
intermediate,AI,instruction_metrics.technical_term_density_instruction,2,0.02405,0.03401183617507293,0.02405,0.0,0.0481
intermediate,AI,instruction_metrics.var_sentence_length,2,72.9911,4.569465441383705,72.9911,69.76,76.2222
intermediate,AI,structure_metrics.structure_completeness_ratio,2,0.875,0.0,0.875,0.875,0.875
intermediate,AI,structure_metrics.structure_score_weighted,2,0.8667,0.0,0.8667,0.8667,0.8667
intermediate,Expert,code_quality_metrics.starter_code_avg_function_loc,1,37.0,,37.0,37.0,37.0
intermediate,Expert,code_quality_metrics.starter_code_comment_line_ratio,1,0.2424,,0.2424,0.2424,0.2424
intermediate,Expert,code_quality_metrics.starter_code_docstring_count,1,1.0,,1.0,1.0,1.0
intermediate,Expert,code_quality_metrics.starter_code_function_count,1,1.0,,1.0,1.0,1.0
intermediate,Expert,code_quality_metrics.starter_code_loc_total,1,33.0,,33.0,33.0,33.0
intermediate,Expert,code_quality_metrics.starter_code_max_function_loc,1,37.0,,37.0,37.0,37.0
intermediate,Expert,code_quality_metrics.starter_code_mccabe_max,1,1.0,,1.0,1.0,1.0
intermediate,Expert,code_quality_metrics.starter_code_mi,1,100.0,,100.0,100.0,100.0
intermediate,Expert,code_quality_metrics.starter_code_pylint_warning_count,1,3.0,,3.0,3.0,3.0
intermediate,Expert,code_quality_metrics.starter_code_ruff_error_count,1,0.0,,0.0,0.0,0.0
intermediate,Expert,instruction_metrics.avg_sentence_length,2,15.125,0.1767766952966369,15.125,15.0,15.25
intermediate,Expert,instruction_metrics.flesch_kincaid_grade,2,7.6685,1.701864600959783,7.6685,6.4651,8.8719
intermediate,Expert,instruction_metrics.flesch_reading_ease,2,63.178200000000004,15.64403042697118,63.178200000000004,52.1162,74.2402
intermediate,Expert,instruction_metrics.instruction_completeness_ratio,2,0.83335,0.23567869016947632,0.83335,0.6667,1.0
intermediate,Expert,instruction_metrics.max_sentence_length,2,24.0,0.0,24.0,24.0,24.0
intermediate,Expert,instruction_metrics.technical_term_density_instruction,2,0.0082,0.011596551211459381,0.0082,0.0,0.0164
intermediate,Expert,instruction_metrics.var_sentence_length,2,41.177099999999996,4.935039647257152,41.177099999999996,37.6875,44.6667
intermediate,Expert,structure_metrics.structure_completeness_ratio,2,0.875,0.0,0.875,0.875,0.875
intermediate,Expert,structure_metrics.structure_score_weighted,2,0.8778,0.0,0.8778,0.8778,0.8778
