participant_id,package_id,blind_exercise_id,item_order,task_goal_clarity,key_support,course_relevance,learning_help,info_load,search_effort,active_engagement,mental_effort,open_comment,saved_at
S009,STUDENT-P03,B0041,1,4,4,3,4,3,3,3,4,希望把关键要求再拆得更清楚一些。,2026-03-17 09:22:14.383796+00
S009,STUDENT-P03,B0036,2,4,4,3,3,4,4,4,4,我有点不知道从哪里开始，如果有更明确的起点会更好。,2026-03-17 09:23:29.115980+00
S009,STUDENT-P03,B0011,3,3,2,2,3,4,5,2,5,,2026-03-17 09:25:00.943050+00
S009,STUDENT-P03,B0025,4,3,4,3,3,4,4,3,4,题目不算完全看不懂，但需要更多引导。,2026-03-17 09:26:15.533597+00
S009,STUDENT-P03,B0019,5,4,4,3,3,4,4,3,5,,2026-03-17 09:27:39.753647+00
S012,STUDENT-P06,B0023,1,4,4,4,4,4,3,4,4,题目有帮助，但信息密度偏高。,2026-03-17 06:41:50.151296+00
S012,STUDENT-P06,B0021,2,3,3,3,3,4,3,3,3,,2026-03-17 06:42:38.184817+00
S012,STUDENT-P06,B0017,3,4,4,4,3,3,3,4,3,,2026-03-17 06:43:25.694871+00
S012,STUDENT-P06,B0030,4,3,3,3,3,4,3,3,4,,2026-03-17 06:44:24.937120+00
S017,STUDENT-P05,B0014,1,3,3,3,3,3,3,3,3,,2026-03-18 08:13:23.511096+00
S017,STUDENT-P05,B0020,2,3,3,3,3,3,3,3,3,,2026-03-18 08:14:44.866445+00
S017,STUDENT-P05,B0038,3,4,3,3,3,3,3,3,3,,2026-03-18 08:16:06.461332+00
S017,STUDENT-P05,B0043,4,4,4,4,3,3,3,4,3,,2026-03-18 08:17:27.931125+00
S018,STUDENT-P06,B0023,1,4,4,3,3,4,3,4,4,,2026-03-18 13:06:04.220735+00
S018,STUDENT-P06,B0021,2,3,3,3,3,4,4,4,4,,2026-03-18 13:07:37.605002+00
S018,STUDENT-P06,B0017,3,3,4,3,3,4,3,4,4,希望把关键要求再拆得更清楚一些。,2026-03-18 13:09:04.489781+00
S018,STUDENT-P06,B0030,4,4,4,4,5,4,3,4,4,,2026-03-18 13:10:27.473296+00
S020,STUDENT-P02,B0028,1,3,3,3,3,3,4,3,4,,2026-03-18 04:31:36.524098+00
S020,STUDENT-P02,B0008,2,4,3,4,4,3,3,3,4,,2026-03-18 04:32:26.733001+00
S020,STUDENT-P02,B0024,3,2,3,3,3,3,3,2,3,,2026-03-18 04:33:07.293365+00
S020,STUDENT-P02,B0013,4,4,4,4,3,4,4,4,5,,2026-03-18 04:34:13.691627+00
S022,STUDENT-P04,B0042,1,4,4,4,3,3,2,4,3,,2026-03-18 11:22:36.041576+00
S022,STUDENT-P04,B0022,2,4,4,3,4,4,3,4,4,,2026-03-18 11:23:42.468569+00
S022,STUDENT-P04,B0005,3,3,3,3,4,3,3,3,3,,2026-03-18 11:24:35.887918+00
S022,STUDENT-P04,B0033,4,3,3,3,3,4,4,3,4,,2026-03-18 11:25:50.075120+00
S022,STUDENT-P04,B0031,5,3,3,3,3,3,3,3,3,,2026-03-18 11:26:43.832457+00
S024,STUDENT-P06,B0023,1,3,4,3,4,4,3,4,4,,2026-03-18 11:04:12.873787+00
S024,STUDENT-P06,B0021,2,4,4,4,3,3,4,3,4,,2026-03-18 11:05:30.818088+00
S024,STUDENT-P06,B0017,3,3,3,3,3,4,4,3,4,,2026-03-18 11:06:48.337712+00
S024,STUDENT-P06,B0030,4,4,4,4,2,4,4,4,4,题目不算完全看不懂，但需要更多引导。,2026-03-18 11:08:09.091285+00
S025,STUDENT-P01,B0044,1,3,3,3,3,4,3,3,4,,2026-03-18 06:14:29.547054+00
S025,STUDENT-P01,B0016,2,3,4,3,3,4,3,3,4,题目不算完全看不懂，但需要更多引导。,2026-03-18 06:15:42.271471+00
S025,STUDENT-P01,B0002,3,4,4,4,3,4,3,3,4,希望把关键要求再拆得更清楚一些。,2026-03-18 06:16:54.374797+00
S025,STUDENT-P01,B0046,4,3,3,4,3,4,4,3,4,我有点不知道从哪里开始，如果有更明确的起点会更好。,2026-03-18 06:18:15.638048+00
S027,STUDENT-P03,B0041,1,4,4,4,4,3,3,5,3,,2026-03-18 05:03:02.478844+00
S027,STUDENT-P03,B0036,2,4,4,4,3,3,3,4,4,,2026-03-18 05:04:08.606674+00
S027,STUDENT-P03,B0011,3,4,4,4,3,4,4,4,4,相关信息比较多，阅读时需要来回找重点。,2026-03-18 05:05:26.063800+00
S027,STUDENT-P03,B0025,4,4,3,4,2,4,4,4,3,相关信息比较多，阅读时需要来回找重点。,2026-03-18 05:06:30.556315+00
S027,STUDENT-P03,B0019,5,4,4,4,3,3,3,4,3,,2026-03-18 05:07:23.669717+00
S028,STUDENT-P04,B0042,1,4,4,4,5,4,3,5,4,信息有点多，最好再给一步步提示。,2026-03-18 03:53:56.713649+00
S028,STUDENT-P04,B0022,2,3,3,3,3,4,3,3,4,题目不算完全看不懂，但需要更多引导。,2026-03-18 03:55:05.736893+00
S028,STUDENT-P04,B0005,3,4,3,3,3,3,3,3,3,,2026-03-18 03:55:58.559045+00
S028,STUDENT-P04,B0033,4,3,3,3,3,4,3,3,4,,2026-03-18 03:57:04.223629+00
S028,STUDENT-P04,B0031,5,3,3,3,3,4,4,3,4,,2026-03-18 03:58:17.678916+00
S030,STUDENT-P06,B0023,1,3,3,3,3,3,3,3,4,,2026-03-18 05:31:53.621325+00
S030,STUDENT-P06,B0021,2,3,3,3,4,3,3,3,3,,2026-03-18 05:32:07.880722+00
S030,STUDENT-P06,B0017,3,4,3,3,3,3,3,3,3,,2026-03-18 05:32:22.379535+00
S030,STUDENT-P06,B0030,4,3,3,3,3,3,2,3,3,,2026-03-18 05:32:34.623866+00
S032,STUDENT-P02,B0028,1,3,4,3,4,3,3,4,4,,2026-03-18 03:40:51.630467+00
S032,STUDENT-P02,B0008,2,3,3,3,3,4,3,3,3,,2026-03-18 03:41:53.646246+00
S032,STUDENT-P02,B0024,3,4,4,4,4,3,3,4,3,,2026-03-18 03:42:55.427769+00
S032,STUDENT-P02,B0013,4,4,3,4,4,4,4,4,4,,2026-03-18 03:44:21.677819+00
S035,STUDENT-P05,B0014,1,3,3,3,4,3,3,3,4,,2026-03-18 09:08:56.240322+00
S035,STUDENT-P05,B0020,2,3,4,4,3,3,3,4,3,,2026-03-18 09:10:03.514839+00
S035,STUDENT-P05,B0038,3,3,4,3,3,3,3,4,4,,2026-03-18 09:11:26.780530+00
S035,STUDENT-P05,B0043,4,4,4,4,3,3,4,4,4,,2026-03-18 09:13:00.528582+00
S038,STUDENT-P02,B0028,1,3,3,4,3,3,3,4,3,,2026-03-19 09:16:01.596478+00
S038,STUDENT-P02,B0008,2,4,3,3,3,3,4,3,3,,2026-03-19 09:16:51.726375+00
S038,STUDENT-P02,B0024,3,4,3,4,3,3,3,4,3,,2026-03-19 09:17:34.993299+00
S038,STUDENT-P02,B0013,4,4,4,4,4,3,3,4,3,,2026-03-19 09:18:18.637602+00
S039,STUDENT-P03,B0041,1,3,3,3,4,3,3,4,4,,2026-03-19 02:35:54.497997+00
S039,STUDENT-P03,B0036,2,4,4,4,4,4,3,4,4,,2026-03-19 02:37:09.825125+00
S039,STUDENT-P03,B0011,3,4,3,3,3,3,3,3,3,,2026-03-19 02:38:10.408754+00
S039,STUDENT-P03,B0025,4,3,3,4,4,4,3,3,4,,2026-03-19 02:39:25.525597+00
S039,STUDENT-P03,B0019,5,4,4,4,4,3,3,4,3,,2026-03-19 02:40:25.613117+00
S040,STUDENT-P04,B0042,1,3,3,3,3,3,3,3,4,题目写得比较完整，但学习帮助感一般。,2026-03-19 05:44:18.452951+00
S040,STUDENT-P04,B0022,2,4,4,4,3,4,3,3,4,,2026-03-19 05:45:04.353048+00
S040,STUDENT-P04,B0005,3,4,4,4,4,2,3,4,4,,2026-03-19 05:45:49.790053+00
S040,STUDENT-P04,B0033,4,3,3,3,3,4,3,3,4,,2026-03-19 05:46:36.001663+00
S040,STUDENT-P04,B0031,5,3,3,3,3,4,3,4,4,,2026-03-19 05:47:21.174732+00
S044,STUDENT-P02,B0028,1,4,4,4,4,3,3,4,3,,2026-03-19 04:13:22.598115+00
S044,STUDENT-P02,B0008,2,4,4,5,3,3,3,5,4,,2026-03-19 04:14:26.199898+00
S044,STUDENT-P02,B0024,3,4,4,4,4,3,3,4,4,,2026-03-19 04:15:29.453325+00
S044,STUDENT-P02,B0013,4,3,3,3,3,4,3,3,4,,2026-03-19 04:16:32.827961+00
S045,STUDENT-P03,B0041,1,4,4,4,3,3,2,4,3,,2026-03-19 13:12:41.148884+00
S045,STUDENT-P03,B0036,2,4,4,4,4,3,3,4,3,,2026-03-19 13:13:33.944525+00
S045,STUDENT-P03,B0011,3,4,4,4,3,4,3,4,4,题目有帮助，但信息密度偏高。,2026-03-19 13:14:41.608215+00
S045,STUDENT-P03,B0025,4,4,3,3,4,4,3,4,4,题目有帮助，但信息密度偏高。,2026-03-19 13:15:49.912444+00
S045,STUDENT-P03,B0019,5,3,3,4,4,4,3,4,4,需要同时关注的内容有点多，做题负担偏大。,2026-03-19 13:16:57.895020+00
S046,STUDENT-P04,B0042,1,4,3,4,3,3,3,4,3,,2026-03-19 03:23:24.824665+00
S046,STUDENT-P04,B0022,2,3,3,3,3,4,4,4,4,,2026-03-19 03:24:46.246219+00
S046,STUDENT-P04,B0005,3,4,4,4,3,4,3,4,4,,2026-03-19 03:25:58.895742+00
S046,STUDENT-P04,B0033,4,4,3,3,3,3,3,4,4,,2026-03-19 03:27:11.233573+00
S046,STUDENT-P04,B0031,5,4,3,3,3,3,4,3,4,,2026-03-19 03:28:32.548915+00
S047,STUDENT-P05,B0014,1,3,3,3,4,4,3,4,4,信息有点多，最好再给一步步提示。,2026-03-19 15:27:03.192573+00
S047,STUDENT-P05,B0020,2,3,2,3,3,3,4,3,4,,2026-03-19 15:28:13.414186+00
S047,STUDENT-P05,B0038,3,4,4,3,3,3,3,4,4,,2026-03-19 15:29:16.235709+00
S047,STUDENT-P05,B0043,4,3,3,3,3,4,4,3,4,信息有点多，最好再给一步步提示。,2026-03-19 15:30:29.886888+00
S049,STUDENT-P01,B0044,1,3,2,2,3,3,3,3,3,,2026-03-19 14:40:14.729146+00
S049,STUDENT-P01,B0016,2,3,3,4,4,3,3,3,3,,2026-03-19 14:41:09.698474+00
S049,STUDENT-P01,B0002,3,3,3,3,3,4,4,3,4,,2026-03-19 14:42:26.817720+00
S049,STUDENT-P01,B0046,4,3,3,3,3,4,4,3,4,,2026-03-19 14:43:43.007904+00
S051,STUDENT-P03,B0041,1,5,4,4,5,2,2,4,3,,2026-03-19 07:40:14.241077+00
S051,STUDENT-P03,B0036,2,3,3,2,3,3,3,3,3,,2026-03-19 07:41:00.739565+00
S051,STUDENT-P03,B0011,3,3,4,4,4,3,3,3,4,,2026-03-19 07:41:58.051719+00
S051,STUDENT-P03,B0025,4,3,3,3,4,3,3,3,3,,2026-03-19 07:42:44.486965+00
S051,STUDENT-P03,B0019,5,4,4,4,3,4,4,4,4,,2026-03-19 07:43:48.911442+00
S053,STUDENT-P05,B0014,1,4,3,4,4,4,3,4,4,,2026-03-19 03:20:22.837249+00
S053,STUDENT-P05,B0020,2,3,3,3,3,3,3,3,3,,2026-03-19 03:21:21.714989+00
S053,STUDENT-P05,B0038,3,4,3,3,3,4,4,3,4,,2026-03-19 03:22:43.063675+00
S053,STUDENT-P05,B0043,4,4,3,3,3,3,3,3,3,,2026-03-19 03:23:41.830484+00
S055,STUDENT-P01,B0044,1,4,4,4,4,4,4,5,4,信息有点多，最好再给一步步提示。,2026-03-19 06:18:50.015784+00
S055,STUDENT-P01,B0016,2,3,3,3,3,4,4,2,4,,2026-03-19 06:20:12.687018+00
S055,STUDENT-P01,B0002,3,4,3,3,3,4,4,3,4,,2026-03-19 06:21:35.322585+00
S055,STUDENT-P01,B0046,4,3,3,2,3,4,4,3,4,我有点不知道从哪里开始，如果有更明确的起点会更好。,2026-03-19 06:23:01.500206+00
S059,STUDENT-P05,B0014,1,4,3,4,3,4,4,3,4,,2026-03-19 06:13:25.198930+00
S059,STUDENT-P05,B0020,2,3,3,3,3,4,4,3,4,,2026-03-19 06:14:37.669372+00
S059,STUDENT-P05,B0038,3,3,4,4,3,3,4,3,4,,2026-03-19 06:15:50.476599+00
S059,STUDENT-P05,B0043,4,3,3,3,3,5,4,3,4,,2026-03-19 06:17:03.237356+00
S060,STUDENT-P06,B0023,1,3,4,4,4,3,3,4,4,,2026-03-19 09:45:22.092497+00
S060,STUDENT-P06,B0021,2,4,3,4,3,3,3,3,4,,2026-03-19 09:46:34.557174+00
S060,STUDENT-P06,B0017,3,4,3,3,3,4,2,3,4,希望把关键要求再拆得更清楚一些。,2026-03-19 09:47:41.524924+00
S060,STUDENT-P06,B0030,4,3,4,4,3,4,4,4,4,,2026-03-19 09:49:02.446818+00
